Region_Name,state_name,lat,lng,population,density,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"Iosco County, MI",Michigan,44.2337,-83.8033,373,140,6.6,9.6,10.2,10.3,9.7,9.2,9.4,10.1,10.8,17.7,15.8,12.9,11.2,11.4,9.7,7.6,7.3,7.6,6.7
"Iowa County, IA",Iowa,41.7557,-92.1859,274,359,2.1,2.4,3.4,3.8,4.2,4.4,3.7,3.7,4.2,7.1,5.5,5,4.5,4.2,4.2,3.5,3.1,2.7,2.1
"Iowa County, WI",Wisconsin,42.8419,-90.3961,288,219,2.9,3.6,4.2,4.4,4,4.2,4.3,4.5,4.7,7.7,8.2,7.4,6.7,6.5,5.1,4.3,3.5,2.9,2.5
"Iredell County, NC",North Carolina,35.6871,-80.8832,2680,186,3.4,5.7,6.6,6.4,5.4,5,4.4,4.6,6.4,12.7,12.9,11.4,9.9,8.4,6.3,5.5,4.8,4.3,3.5
"Irion County, TX",Texas,31.2619,-100.8208,739,187,3.2,3.2,3.6,4.3,4.4,3.5,3.5,2.9,3.4,5.2,5.2,5.4,4.5,4.3,3.7,3.6,3.2,3,3.1
"Iron County, MI",Michigan,46.0557,-88.605,325,76,6,6.7,7.2,7.5,7.5,7.4,7.4,7.4,8.2,12.1,12,10.4,9.5,10.2,8.7,7,6.5,6.5,5.8
"Iron County, MO",Missouri,37.2837,-90.6354,166,301,5.8,6.7,8.1,7.5,8.4,7,5.5,5.3,5.7,8.8,16.7,14.1,11.4,10.6,9.9,7.9,7.2,6.5,5.7
"Iron County, UT",Utah,37.7663,-113.0431,6756,358,3.2,4.6,5.3,5.3,4.6,3.9,2.9,2.9,4.4,8.8,9.6,8.3,6.8,5.5,4.5,4.5,4.4,4.2,3.6
"Iron County, WI",Wisconsin,46.4104,-90.2695,128,46,7,7.9,9.1,9.5,9,8.3,8.2,8,7.9,12.1,11.4,10.7,10.5,10.7,9.5,8.8,7.4,6.2,5.6
"Iroquois County, IL",Illinois,40.5162,-88.0759,403,107,4.1,5.3,5.8,6,5.4,4.7,4.4,5,6.6,9.6,10.1,9.2,8.5,8.5,6.4,5.7,5.5,4.5,4.1
"Irwin County, GA",Georgia,31.5987,-83.2499,3576,550,4.7,5.5,5.7,6,4.8,5.8,5,6,9.9,15.1,14.7,13.8,11.7,10.6,9.5,8.4,7.8,7.1,5.7
"Isabella County, MI",Michigan,43.6998,-84.7657,366,158,3.4,4,4.5,5.2,5,5,5.3,5.3,5.9,8.9,9.8,8.4,7.4,7.2,5.9,4.8,4.7,4.6,4.1
"Isanti County, MN",Minnesota,45.7223,-93.1717,1789,429,3.4,4.2,5.2,5.7,5.3,4.8,4.9,6,6.9,10,9.6,8.3,7,6,5.1,4.3,4.7,4.3,3.8
"Island County, WA",Washington,48.1865,-122.4708,15989,155,5.6,6.4,7.4,7.6,7,6.2,5.6,5.5,5.8,9,9.3,9.1,8.2,7.4,6.6,6.1,5.8,5.2,5.3
"Isle of Wight County, VA",Virginia,37.0836,-76.6747,1024,47,2.2,2.7,3.5,3.6,3.5,3.7,3.1,2.9,3.7,6.2,7.1,6.9,6.3,5.7,5.3,4.6,4.4,3.9,3
"Issaquena County, MS",Mississippi,32.8964,-91.0467,554,194,10.2,11.6,11.6,10.9,10.3,11.7,9.7,7.7,8.6,11.4,16.1,20.1,17.6,20.3,17.5,17.1,13.9,11.6,8.7
"Itasca County, MN",Minnesota,47.3207,-93.7859,91,53,5.8,6.2,6.2,7.5,7.4,5.9,6,7.3,7.9,10.8,10.2,9.1,7.9,7.7,6.6,6.5,8.5,7,5.5
"Itawamba County, MS",Mississippi,34.2327,-88.2507,467,36,5.2,5.3,6.1,6.3,5.8,6.4,6.3,7.1,8,11.5,11.3,10,8.4,8,7.2,5.7,5.1,4.3,4
"Izard County, AR",Arkansas,36.1612,-92.1065,229,48,4.7,5.9,7.3,7.9,7,6.4,6.2,5.9,6.7,9.2,10.1,9.9,8.8,8.6,7.5,6.6,5.6,5.5,5.5
"Jack County, TX",Texas,33.1636,-98.3891,519,152,4.2,4.3,4.8,5.1,4.9,4.6,4.1,3,3.1,6.3,7.8,6.9,5.7,5.3,3.7,4.2,4.9,3.7,2.8
"Jackson County, AL",Alabama,34.6438,-86.0491,9874,110,5.2,6.5,7,7,6.9,5,4.5,4.5,6.2,12.8,11.9,10.3,8.6,7.9,7.3,6.6,6.3,4.8,4.1
"Jackson County, AR",Arkansas,35.4481,-91.2315,70,110,7.6,7.6,7.9,9,8.7,8.3,7.7,7.5,7.8,11,11.9,11.6,10.8,10.9,9.2,7.5,6.2,5.9,6.1
"Jackson County, CO",Colorado,40.7315,-106.2813,598,688,2.9,3.5,4.6,5.1,3.6,4,2.9,2.5,3.3,4.2,8.8,6.1,5.3,4.8,3.7,3.7,2.7,1.8,2.4
"Jackson County, FL",Florida,30.7943,-85.226,7273,151,4.6,5.1,4.8,4.3,4.1,3.5,3.6,4,5.3,7.4,9.1,9.5,8.7,7.5,6.7,5.9,5.2,4.5,4
"Jackson County, GA",Georgia,34.0933,-83.7617,1662,248,3.2,4.3,5.2,4.6,4.3,4.7,4.1,4.1,6.2,11.1,10.5,9.6,8.2,6.9,5.8,4.9,4.3,3.6,2.9
"Jackson County, IA",Iowa,42.3624,-90.5422,128,131,3.6,4.7,5.2,6.1,5.6,5.3,4.8,4.7,5.2,8.4,7.2,6.5,5.5,5.4,5.1,4.2,4.2,3.4,2.8
"Jackson County, IL",Illinois,37.9013,-89.3398,285,312,4.1,4.2,4.8,5.4,5,4.6,4,4.6,5.6,7.3,8.2,8,7.8,8,6.4,5.6,5.4,4.4,4.3
"Jackson County, IN",Indiana,38.8247,-86.1716,687,806,2.7,4.2,4.9,4.8,4.7,4.9,4.4,3.9,5.3,11.1,10.5,8.7,7.5,6.5,5,4,3.7,3,2.9
"Jackson County, KS",Kansas,39.2395,-95.9651,179,601,4.1,4.4,5,6.1,6.1,5.8,5.4,5.5,5.8,7,6.2,6,5.6,5.1,4.1,3.7,3.5,3.1,3
"Jackson County, KY",Kentucky,37.3255,-83.9622,921,44,5.7,8.1,7.7,7.6,6.4,7.5,9.9,13.5,11.3,16.4,14.1,13.6,11.8,11.6,11.4,8.6,7.7,8.3,6.9
"Jackson County, MI",Michigan,42.1762,-84.6456,1046,270,3.5,5.4,6.7,8,7.5,6.8,7.4,7.7,8.3,13.6,12.2,9.9,8.5,8.3,6.7,5.3,4.8,4.7,4.2
"Jackson County, MN",Minnesota,43.6288,-94.9886,3093,262,3.1,3.3,3.7,4.2,3.7,3.4,3.9,3.9,4.2,5.4,5.9,5.4,4.5,4.1,4.2,4,4.5,3.7,3
"Jackson County, MO",Missouri,39.1363,-94.1307,81,51,3.7,4.9,6.1,6.6,7,6.4,5.7,5.9,6.9,10.2,10.7,9.5,7.8,7.6,7.1,5.9,5.1,4.3,3.8
"Jackson County, MS",Mississippi,30.5905,-88.4846,605,79,5.7,5.7,6.8,6.3,5.8,9.8,7.8,5.4,5.7,8.3,9.5,10.4,9.5,8.9,8,7,6.6,5.8,5.4
"Jackson County, NC",North Carolina,35.2958,-83.1954,382,297,3.9,4.3,5,4.9,4.3,4.1,3.6,3.7,5,8.9,11,11.1,10.6,8.8,6.7,6.1,5.4,4.9,4.2
"Jackson County, OH",Ohio,39.1172,-82.5375,5526,306,6.1,6.6,7.9,8.6,8.8,7.6,7.4,7.9,8.5,11.3,12.5,11.8,10.3,10.5,8.8,7.5,7.8,7.2,6.5
"Jackson County, OK",Oklahoma,34.6268,-99.1373,90,168,3,3.2,3.6,3.7,3.8,3.9,3.3,3.4,3.2,5,5.9,5.5,5.1,5.4,4.3,4.1,4.4,3.8,3.2
"Jackson County, OR",Oregon,42.3845,-123.1408,693,44,5.6,6.6,7.4,7.7,7.2,6.2,5.7,5.7,7.9,12.8,12.5,11.8,11.1,9.7,8.4,6.8,5.7,4.8,4.7
"Jackson County, SD",South Dakota,43.7269,-101.9837,105,30,4.3,4.8,4.9,5.6,6.1,6.5,5.7,5.5,6,7.1,7,7.6,7.1,6.3,5.5,4.4,4.3,5.9,5.2
"Jackson County, TN",Tennessee,36.3618,-85.6495,942,233,6.2,5.7,6.8,8,6.7,8.6,6.8,6.8,8.6,13.7,12.6,11.7,10.5,10.3,8.8,7.8,7,5.3,4.7
"Jackson County, TX",Texas,28.8325,-96.5388,911,136,3.7,4.4,5.9,5.8,5.8,4.9,4.6,3.8,4,7.4,7,6.2,5.1,5,3.9,3.8,4.7,4,3.3
"Jackson County, WI",Wisconsin,44.2981,-90.8419,5490,328,4.8,5.9,6.1,6,5.6,5.7,5.5,5.7,5.7,8.9,8.7,8,7.3,7.1,5.9,4.8,4.4,3.4,3.1
"Jackson County, WV",West Virginia,38.8201,-81.7091,4166,392,5.9,5.4,6.5,8.2,6.2,5.9,5.2,4.9,5.1,11.4,11.4,10.3,8.6,6.9,6.7,7.2,6.5,5.7,5.4
"Jasper County, GA",Georgia,33.4007,-83.5884,236,103,3.2,3.5,4.7,5.1,5,5.1,4.8,4.8,8.3,12.5,11.7,11,9.8,8.3,6.6,5.5,4.8,4.3,3.4
"Jasper County, IA",Iowa,41.7008,-93.0794,169,637,2.5,3.1,4.1,5.2,5.7,5.9,5.1,6.3,7.7,8.6,7.3,6.7,6,5.1,4.4,3.9,3.6,3.1,2.6
"Jasper County, IL",Illinois,39.1043,-88.1499,79,48,4.7,5.2,5.5,6.8,6.1,6,4.9,5.1,6.5,9.2,8.9,7.8,7.6,7.9,6.4,6.2,6.2,4.8,4.6
"Jasper County, IN",Indiana,40.9059,-87.1612,598,203,3.5,4.8,5.7,5.7,5.8,5.7,5.1,4.7,5.8,10.2,10.4,9.1,8.1,7.7,6.7,5.8,5.3,4.3,4
"Jasper County, MO",Missouri,37.0711,-94.4573,1740,362,3.5,4.4,5.3,5.3,5.3,4.8,4.3,4.5,5.2,8.2,8.5,7.6,5.9,5.8,5.3,4.3,4.2,3.3,2.8
"Jasper County, MS",Mississippi,32.0722,-89.2626,269,17,5.8,5.9,8,7.4,7.9,7.7,5.9,6,7,10.7,12.3,11.5,10.1,9.9,8.5,7.8,7.7,6.6,5.9
"Jasper County, SC",South Carolina,32.4681,-80.9178,5341,32,3.7,4.4,5,6.1,5.5,5.2,4.9,4.6,6.1,10.3,9.9,9.9,8.5,6.9,5.7,5.1,4.3,3.7,3.2
"Jasper County, TX",Texas,30.6578,-93.9001,2100,335,7.1,8.5,9.3,9.6,8.8,8,6.2,5.6,6.3,10.1,12.4,12.3,10.6,10.5,8.1,7.5,7.7,7.4,6.5
"Jay County, IN",Indiana,40.492,-85.1468,691,529,3.4,5.7,6.1,7.4,5.8,5.4,4.5,4.3,5.8,11.3,10.7,9,7.9,7.7,5.8,5,4.5,3.6,3.4
"Jeff Davis County, GA",Georgia,31.7221,-82.6967,249,63,4.7,7.4,8.3,7.6,7.1,7,7.1,6.8,9.8,13.8,12.8,12.6,11.5,9.9,8.1,6.7,6.3,6,4.8
"Jeff Davis County, TX",Texas,30.5784,-103.8921,1197,45,3.7,3.7,4.5,4.1,3.8,3.9,4,3.3,3.6,4.8,4.9,5,4.9,4.2,3.6,3.3,2.9,3.1,2.9
"Jefferson County, AL",Alabama,33.544,-86.6599,12468,278,4,4.3,5.2,5.5,5.3,4.4,4,3.9,5.4,10.8,10.3,9.3,7.4,6.7,6.3,5.8,5.8,4.2,3.7
"Jefferson County, AR",Arkansas,34.4429,-92.1843,1540,192,5.8,7,7.8,8,7.9,7.6,7.8,7.5,7.7,9.8,10.4,11.1,10,10.3,8.7,7,5.6,5.2,5.3
"Jefferson County, CO",Colorado,39.7406,-105.2118,20571,823,2.4,3.4,5.3,5.8,5.3,4.9,4.2,3.6,4.7,7.1,8.4,8,7.4,6.3,4.6,3.5,2.9,2.6,2.9
"Jefferson County, FL",Florida,30.477,-83.7604,147,28,3.7,4.6,4.7,4.4,3.8,3.2,2.9,3.4,5.1,8.1,9.9,10.1,9.2,7.8,6.6,6,5.2,4.3,3.7
"Jefferson County, GA",Georgia,33.1934,-82.5287,226,134,6.8,8.1,9,8.2,7.9,8.5,6.4,7.1,9.8,14.5,14.1,13.3,13.2,14,11.2,9,7.4,6.3,5.3
"Jefferson County, IA",Iowa,41.0543,-92.0138,1305,149,2.8,5,5.7,5.5,5.1,4.6,4.2,4.1,4.5,8.6,7.1,6,5.3,5,4.4,3.9,3.7,3.1,2.5
"Jefferson County, ID",Idaho,43.9219,-112.2027,96,193,3.8,4,4,3.9,3.9,3.3,3.1,2.5,3.8,7,7.1,7,6.2,5.1,4.1,3.5,3.1,2.5,2.2
"Jefferson County, IL",Illinois,38.3256,-88.7366,670,171,5,5.6,5.7,6.2,5.9,5.1,4.6,4.9,6.2,9.6,10.2,9.3,9.2,9.5,7.5,6.8,6.4,5.4,5
"Jefferson County, IN",Indiana,38.7369,-85.5387,105,391,3.4,4.3,5,4.8,4.8,5.4,4.9,4.9,6.1,10.9,11.3,9.8,8.5,7.9,6.1,4.9,4.6,3.7,3.5
"Jefferson County, KS",Kansas,39.4159,-95.3304,614,549,3.8,4.1,4.7,5.1,5.7,5.1,4.8,5,5.3,7.6,7.5,7.1,6.1,5.7,4.8,4.2,3.9,3.6,3.3
"Jefferson County, KY",Kentucky,38.205,-85.727,1501,1789,3.7,4.7,5.6,6.1,5.3,5.9,5.7,5.3,6.3,10.1,10,9.5,8,7.5,6,4.8,4.5,4.4,4.1
"Jefferson County, MO",Missouri,38.3655,-90.3645,152,250,3.4,4.5,5.2,5.3,5.8,5.4,4.9,5.2,6.8,10.6,10.4,8.8,7.2,6.8,6.2,4.9,4.3,3.6,3.2
"Jefferson County, MS",Mississippi,31.7123,-91.062,1499,492,11.9,11.8,12.1,13,13.2,14.7,12.3,13.1,13.1,16.6,18.8,18.6,17.4,19.2,16.1,14.9,14.8,14.6,12.9
"Jefferson County, MT",Montana,45.8709,-112.0975,1122,614,4.9,4.3,4.2,4.3,4.6,4.2,3.6,3.1,4.6,6.4,6.3,6.3,5.5,4.9,4.6,4.1,4.6,4.3,4
"Jefferson County, NE",Nebraska,40.3217,-97.2983,158,371,3.2,4.5,4.5,4.2,4.2,3.8,3.3,2.7,3.9,4.8,4.7,4.3,3.8,3.7,3,2.7,2.4,2.5,2.5
"Jefferson County, NY",New York,43.7351,-76.1344,241,92,5.9,6.3,6.7,6.8,7,6.2,5.4,5.5,6.9,8.8,9.3,9.8,9.9,9.2,7.6,6.6,6.3,6.6,5.8
"Jefferson County, OH",Ohio,40.2701,-80.6318,1846,408,6.1,5.9,6.9,7.5,8.4,7.7,6.9,6.4,7,12.3,14.5,12,10.9,10.9,8.1,7.4,8.3,7.3,6.2
"Jefferson County, OK",Oklahoma,34.0826,-97.9788,43,76,3.5,4.2,5.9,6.3,5.9,5.2,4.4,4.9,4.2,8.3,7.5,6.1,4.9,5.3,4.6,5.7,7.2,5.6,3.8
"Jefferson County, OR",Oregon,44.5232,-121.211,1508,838,5.3,6.8,6.8,7,6.3,6,5.6,6.8,10.1,15,13.7,12.8,11.8,10.5,8.9,7.3,6.6,5.6,5.3
"Jefferson County, PA",Pennsylvania,41.1615,-79.0827,4424,470,5.2,6.5,6.3,6.2,6.1,5.4,4.9,4.6,5.6,9.4,10.1,8.7,8.3,8.2,6.4,6.1,6.9,5.6,4.7
"Jefferson County, TN",Tennessee,36.1087,-83.297,3176,320,4.2,5.2,6.3,6.2,6.1,5.9,5.7,5.1,7.1,12.6,11.5,10.5,9.4,9.1,7.4,6.4,5.3,4,3.8
"Jefferson County, TX",Texas,30.0522,-94.3332,1205,363,6.4,7.1,7.8,8.6,8.1,7.8,6,5.4,6.6,9.6,11.4,11.4,11.1,10.9,8.3,7,7,7.3,6.5
"Jefferson County, WA",Washington,47.9101,-122.7006,2642,88,6,6.7,7.9,7.5,6.4,5.9,5.5,5.3,5.9,8.9,10.3,10.5,10,9.4,8,7.2,7,6.1,5.9
"Jefferson County, WI",Wisconsin,43.0165,-88.6999,187,130,3,4.1,4.8,5.2,5,4.5,4.6,4.9,4.9,9.2,8.8,7.6,6.7,6.3,5,4.2,3.9,3.2,2.8
"Jefferson County, WV",West Virginia,39.3032,-77.981,567,195,3.4,3.2,3.9,3.8,3.4,3.3,3.4,3.2,3.8,6.6,6.7,6.2,5.4,4.8,4.7,4.1,3.4,3.1,3.4
"Jefferson Davis County, MS",Mississippi,31.4961,-89.745,216,83,9.7,7.7,7.7,7.7,7.7,8.9,7.4,7,6.9,10.5,14.1,13.9,12.9,12.6,10.2,8.7,8.2,6.9,6.4
"Jenkins County, GA",Georgia,32.9149,-81.949,202,37,5.3,6.2,6.7,6.2,6.2,6,5.5,8.8,15.7,19.5,15.2,14.3,13.7,12.3,9.9,8.3,7.5,6.8,5.4
"Jennings County, IN",Indiana,38.9853,-85.6106,306,497,2.9,4.8,6.4,6.4,6,6.8,5.9,5.1,7.2,13.6,13,11.5,10.3,9.2,6.7,5.1,4.7,3.8,3.7
"Jerauld County, SD",South Dakota,44.1829,-98.3683,283,66,2.4,3,3.1,3.1,3.2,3.5,2.9,2.4,2.4,3.1,3.7,3.6,3.1,3.1,2.5,2.3,2.5,2.5,2.4
"Jerome County, ID",Idaho,42.7183,-114.5159,11638,805,4.4,4.2,4.4,4.7,4.6,3.7,3.3,2.9,4.3,7.1,8,7.5,6.4,5.3,4,3.3,3.1,2.7,2.4
"Jersey County, IL",Illinois,39.1546,-90.1642,107,376,4.2,4.9,5.4,5.8,5.7,5.3,4.8,5.4,6.3,9.4,9.2,8.9,9,9,7.2,6.3,5.8,4.7,4.5
"Jessamine County, KY",Kentucky,37.8299,-84.7096,327,57,2.9,3.8,4.3,4.7,4.4,4.7,4.7,4.4,5.5,9.1,8.5,7.8,6.7,6.5,5.2,4.2,4,3.8,3.6
"Jewell County, KS",Kansas,39.9343,-98.0351,23,76,2.6,2.9,2.9,2.9,3.4,3.2,3.1,2.9,3.2,4.2,5.4,4.7,4.3,3.7,3.9,4.4,4.3,3.4,2.8
"Jim Hogg County, TX",Texas,26.8827,-98.8948,0,0,5.9,4.8,6.3,6.1,4.9,4.8,4.3,3.7,3.8,7.7,10.3,8.6,6.6,7.1,6,7.2,9.5,7.3,5.8
"Jim Wells County, TX",Texas,27.7132,-98.1346,791,59,5.9,5.5,7.1,7,6.3,5.5,4.6,3.9,4.2,9.1,10,7.9,6.2,6.1,5.2,7.9,10.5,7.5,5.7
"Jo Daviess County, IL",Illinois,42.4302,-90.1642,413,42,4,4.9,4.8,5.6,5.2,4.2,3.8,4,5.5,9,8.9,7.9,7.6,7.6,6.2,5.5,5.3,4.4,4.1
"Johnson County, AR",Arkansas,35.4569,-93.4803,7664,200,4.2,4.8,5,5.5,5.4,4.9,5.1,4.8,4.7,7.2,8.3,7.9,7.4,7.6,6.5,5.8,4.7,4.3,4.5
"Johnson County, GA",Georgia,32.7265,-82.7197,5750,400,6.1,6.1,6.5,7,5.5,6.1,5.4,5.9,8,12.5,10.8,11.1,10,9.8,8.6,7,6.1,5.2,4
"Johnson County, IA",Iowa,41.7067,-91.6582,3361,316,1.8,2.2,2.7,3.1,3.3,3.2,2.6,2.7,3,4.5,4.2,4.1,3.7,3.4,3.1,2.7,2.6,2.5,1.9
"Johnson County, IL",Illinois,37.4715,-88.9746,203,66,5.8,5.7,5.7,6.8,6.8,6.1,5.2,6.3,8,10.5,12.5,11.7,11.6,12.2,9.5,8.5,8.6,7.3,7.2
"Johnson County, IN",Indiana,39.6019,-86.1073,57375,793,2.2,2.8,3.9,4,4.3,4.4,3.9,3.5,4.7,8.3,8.8,7.7,7,6.2,5,4.1,3.6,3,2.9
"Johnson County, KS",Kansas,39.0141,-94.6172,3573,677,2.8,3.7,4.7,5.1,5,4.6,4.1,4.1,4.6,6.5,6.1,5.4,4.6,4.3,3.8,3.4,3.3,3,2.8
"Johnson County, KY",Kentucky,37.8167,-82.8088,7113,239,5.7,6.1,6.2,6.8,6.5,6.7,6.5,6.1,6.9,10.3,12.5,10.8,10.2,11,9.2,8.3,9.7,8.2,6.5
"Johnson County, MO",Missouri,38.5833,-93.6952,554,421,3.3,4.1,4.6,4.7,5,4.6,4,4.6,5.3,8.4,9.9,9.1,7.7,7.2,6.4,5.4,4.9,4.4,3.8
"Johnson County, NE",Nebraska,40.5104,-96.1617,312,696,6.2,3,2.9,3,3.5,3.6,3.1,2.9,3.2,4.2,4.6,4.8,4.3,4.3,3.8,3.3,3.2,3.4,3.6
"Johnson County, TN",Tennessee,36.4695,-81.8049,2567,275,6.6,7.7,8.4,8.7,7.7,8.2,6.6,5.6,8.6,12.9,12.8,11.5,9.5,9,6.9,5.6,4.8,3.9,3.5
"Johnson County, TX",Texas,32.4311,-97.1021,4306,456,3.7,4.4,6,6.5,5.8,5,4.6,4.1,4.6,8.2,8.7,7.8,6.6,6.1,5,4.4,4.3,3.8,3.5
"Johnson County, WY",Wyoming,43.71,-106.6371,269,236,3.8,3.9,3.9,4.4,3.6,3.8,3.1,3.3,3.3,7.5,6.9,6.3,5.3,5.1,4.5,4.9,5.4,4.2,3.9
"Johnston County, NC",North Carolina,35.4669,-78.1612,1333,467,2.9,4.2,5.6,5.3,4.5,4.5,4,4.1,5.6,9.9,9.9,9.5,8.4,7.1,5.7,5.2,4.7,4.2,3.6
"Johnston County, OK",Oklahoma,34.2407,-96.7566,525,378,3.6,4.8,4.6,5.3,5.8,4.7,4.3,4.3,4.3,7.5,10.4,8.5,7.8,8.1,7,6.5,5.9,4.1,3
"Jones County, GA",Georgia,33.002,-83.5374,4456,312,3.9,3.6,4.2,3.9,4.3,4.9,5,4.2,5.8,8.6,9.7,9.2,8.5,7.3,6.3,5.5,4.8,4.4,3.6
"Jones County, IA",Iowa,42.1141,-91.0903,91,47,2.6,3.8,4.6,5.2,5,4.8,3.9,4.1,4.5,7.1,6.3,5.8,5.3,5.3,4.9,4.2,4.3,3.7,3
"Jones County, MS",Mississippi,31.7879,-89.0362,724,56,4.4,4.5,5.5,5.4,5.2,5.7,4.6,4.5,5.2,7.5,9.1,8.6,7.6,7,6.2,6,6.1,5.2,4.8
"Jones County, NC",North Carolina,35.064,-77.3553,285,484,4.5,5.6,6.8,5.6,4.7,4.9,4.5,4.4,6.4,10.8,11.2,10.6,9.9,8.4,6.7,5.8,5.3,4.5,4.2
"Jones County, SD",South Dakota,43.8621,-100.9049,7,0,2.1,2,1.9,1.9,2.5,2.9,2.4,2.2,2.4,3.2,3,3.2,3.8,3.7,3.8,2.9,2.4,3,2.8
"Jones County, TX",Texas,32.8898,-100.1329,2018,147,5.1,5.1,6.2,6.5,5.8,5.4,5.2,4.7,4.9,7.7,8.8,8.3,7.2,6.7,5.5,5.5,5.8,5.3,4.8
"Josephine County, OR",Oregon,42.2797,-123.6151,585,34,7,8.4,8.8,9,8.3,7.3,6.6,7.1,9.2,14.5,14,12.6,12.2,11.1,9.4,7.7,6.5,5.4,5.4
"Juab County, UT",Utah,39.9197,-111.8258,807,181,3.5,4.9,7.5,7.1,6.4,4.8,3.7,3.1,5.5,10,9.1,8.2,6.1,5,4.1,4,3.6,3.4,3
"Judith Basin County, MT",Montana,46.9994,-109.8734,220,397,4.8,4.1,4.8,4.4,4.4,4.7,3.5,3.7,4.4,5.3,6.4,6.2,5.3,4.9,4.2,3.4,3.4,3.6,3.4
"Juneau County, WI",Wisconsin,43.6531,-90.2239,792,273,5.1,6.5,7.3,7.4,6.4,6.1,5.8,6,6,10,10,9.2,8.4,8.1,6.5,5.1,4.4,3.4,3
"Juniata County, PA",Pennsylvania,40.5686,-77.4047,620,1373,4.1,4.7,5.1,5.1,4.6,4.2,4.2,4.2,5.3,7.9,7.9,7.4,7.3,7.1,5.7,5,5.4,4.6,4
"Kalamazoo County, MI",Michigan,42.3027,-85.5447,5766,1137,3.1,4.3,4.8,5.5,5.7,5.2,5.4,5.4,6.1,10.2,10,8.4,7.2,6.9,5.6,4.4,4.1,4.1,3.6
"Kalkaska County, MI",Michigan,44.8366,-85.2871,1614,115,4.8,7.5,7.8,8.2,7.8,7.6,8,8.1,8.6,14.4,15.6,13.1,11.3,11.2,9.4,7.7,7.2,7.1,6.1
"Kanabec County, MN",Minnesota,45.7957,-93.1524,152,62,4.8,6.4,7.3,8.1,7.6,6.7,6.9,8.3,10.2,13,11.2,10,9,8.1,7.4,6.5,6.4,6,5.4
"Kanawha County, WV",West Virginia,38.4062,-81.481,2697,293,5,4.6,5.3,5.4,4.8,4.9,4.4,4,3.5,6.2,7.4,7.1,6.6,5.9,5.9,6,5.5,5,5.1
"Kandiyohi County, MN",Minnesota,45.4054,-94.8397,35,26,3.3,3.6,4.1,4.4,4.6,4.2,3.9,4.3,5,6.7,6.7,6,5.2,4.8,4.3,3.7,3.8,3.3,3
"Kane County, IL",Illinois,41.7637,-88.2901,200965,1723,4,5.1,6.2,6.7,5.9,5.5,4,4.5,6.1,10.4,11,9.8,8.9,8.7,6.9,5.8,5.5,4.7,4.6
"Kane County, UT",Utah,37.0262,-112.5219,3491,125,3.9,4.4,5.4,5.8,5.7,5,3.7,3.2,4.2,7.7,8.1,7.6,6.8,5.5,4.9,4.5,3.8,3.5,3.2
"Kankakee County, IL",Illinois,41.145,-88.0539,361,283,4.3,5,6.4,7.3,7.3,6.4,5.6,6.2,8.3,12.2,12.3,11.4,10.4,10.3,8,6.7,6.3,5.2,4.8
"Karnes County, TX",Texas,28.8858,-97.7134,1092,358,5.3,5.5,6.9,7.3,6.8,6.3,6.1,5.5,5.8,8.9,9.1,7.8,6.1,5.4,3.7,4.2,4.9,3.5,3
"Kauai County, HI",Hawaii,22.2186,-159.561,162,43,4.9,5.4,4.6,4.2,3.5,2.8,2.6,2.7,4.9,9.8,8.7,8.7,7.3,5.7,4.8,4,3.2,2.4,2.3
"Kaufman County, TX",Texas,32.7315,-96.159,1311,123,4,5.1,7.4,7.7,6.6,5.5,5,4.6,5.2,8.2,8.5,8,7,6.3,5.1,4.1,3.8,3.5,3.5
"Kay County, OK",Oklahoma,36.6788,-97.3281,2989,220,4.3,4.1,5.6,6.7,6.1,5.7,4.8,4.2,3.5,7.4,9.2,7.8,7.1,6.9,5.7,5.7,6.3,5.5,5
"Kearney County, NE",Nebraska,40.4981,-98.9671,2940,520,2.1,2.4,2.7,2.7,2.9,2.8,2.3,2.2,2.7,3.9,3.5,3.2,2.9,2.8,2.4,2.2,2.4,2.2,2.1
"Kearny County, KS",Kansas,37.982,-101.1333,711,587,2.7,3.3,3.3,3.9,4.5,4.2,3.8,3.3,3.4,4.4,4.5,4.4,4,3.6,3.1,3.1,3.1,2.5,2.3
"Keith County, NE",Nebraska,41.1316,-101.5853,57,139,2.7,2.9,3.2,3.4,3.3,3.2,2.6,2.5,2.9,4.5,4.3,4.1,3.7,3.6,2.9,2.7,2.9,3,3
"Kemper County, MS",Mississippi,32.8302,-88.4771,694,108,8.2,7.8,9.4,9,8.5,9.2,8.2,7.8,8.1,12.6,14.8,14.2,13.1,12.9,12.7,10.3,8.7,7.9,7.3
"Kendall County, IL",Illinois,41.6561,-88.4508,19388,374,3.3,4.3,5.6,5.8,5.4,5,3.9,4.3,5.8,10.1,10.1,9.3,8.4,8.4,6.4,5.2,5.1,4.5,3.7
"Kendall County, TX",Texas,29.7844,-98.7289,16050,548,3.3,3.8,4.9,5.2,4.6,4.2,3.9,3.4,3.8,5.7,6.2,6.1,5.4,5.1,4.1,3.3,3.2,3.1,3
"Kenedy County, TX",Texas,27.2236,-97.7951,474,153,3.1,3.4,4.7,3.7,4,2.9,2.8,2.9,3.3,6.1,7,6.4,5,3.9,2.8,3.2,4.6,3.2,3.2
